Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000003038	1773	1474	1599	1357	1639	1605
ENSMUSG00000003039	2181	2021	2296	2325	2294	2889
ENSMUSG00000003051	11	11	13	24	17	26
ENSMUSG00000003053	0	0	0	0	0	0
ENSMUSG00000003062	1115	1116	1376	991	1209	1301
ENSMUSG00000003068	2279	2311	2155	2426	2663	3166
ENSMUSG00000003070	184	182	174	196	191	223
ENSMUSG00000003072	3794	3541	3818	3328	3984	4266
ENSMUSG00000003099	4124	4103	4225	3745	4546	4622
ENSMUSG00000003119	1893	1705	1648	1845	1874	2053
ENSMUSG00000003123	332	341	358	412	451	484
ENSMUSG00000003131	9469	8934	9518	8234	9541	10587
ENSMUSG00000003134	1090	1066	1094	1204	1113	1094
ENSMUSG00000003135	1307	1183	1074	1284	1340	1594
ENSMUSG00000003153	5829	5472	5362	5321	5612	6360
ENSMUSG00000003154	2339	2146	2207	2216	2260	2462
ENSMUSG00000003161	3529	3054	2697	3027	3394	3447
ENSMUSG00000003166	4589	4196	4216	4290	4729	5184
ENSMUSG00000003184	1098	1174	1287	899	1242	1021
ENSMUSG00000003190	74	54	60	74	65	88
ENSMUSG00000003198	408	379	335	400	385	494
ENSMUSG00000003199	2100	2052	2315	1974	2293	2591
ENSMUSG00000003200	167	169	153	141	141	174
ENSMUSG00000003206	8	5	5	11	5	5
ENSMUSG00000003208	311	267	258	338	324	397
ENSMUSG00000003226	10089	9166	10106	8417	8524	9327
ENSMUSG00000003227	9	4	5	3	5	8
ENSMUSG00000003228	1856	1708	1695	2013	1993	1994
ENSMUSG00000003233	3390	2950	2304	3626	3691	4029
ENSMUSG00000003234	2692	2680	3184	2790	2851	3519
ENSMUSG00000003235	2148	2169	2243	1978	2063	2492
ENSMUSG00000003269	1839	1822	1766	1703	1866	2194
ENSMUSG00000003271	68	94	88	109	115	140
ENSMUSG00000003273	2062	2231	2436	2151	2465	2259
ENSMUSG00000003279	11398	10187	9557	12426	11329	13381
ENSMUSG00000003282	239	236	234	245	221	194
ENSMUSG00000003283	40	33	44	31	27	51
ENSMUSG00000003299	1206	1254	1309	1137	1239	1305
ENSMUSG00000003308	1233	1154	1296	1403	1396	1829
ENSMUSG00000003309	6	7	8	9	11	8
ENSMUSG00000003316	12311	10658	9886	12380	12320	13487
ENSMUSG00000003341	5	11	21	3	10	12
ENSMUSG00000003344	1808	1763	1885	1873	1927	2523
ENSMUSG00000003345	3292	3119	3553	3085	3461	3979
ENSMUSG00000003346	2012	2032	2025	1809	2050	2376
ENSMUSG00000003348	439	390	475	378	456	539
ENSMUSG00000003352	1547	1522	1521	1670	1449	1945
ENSMUSG00000003354	72	69	94	61	91	89
ENSMUSG00000003355	28	14	24	14	22	27
ENSMUSG00000003360	2697	2600	2926	2789	2886	3284
ENSMUSG00000003363	2121	1927	2734	2345	2470	3220
ENSMUSG00000003378	2407	2461	2369	2805	2676	3477
ENSMUSG00000003379	16	10	11	13	13	15
ENSMUSG00000003380	2941	2924	3661	3207	3296	4336
ENSMUSG00000003382	1725	1608	1695	1797	1618	2056
ENSMUSG00000003402	2019	1900	1734	1767	2189	2142
ENSMUSG00000003410	10518	9417	8019	10741	11001	12566
ENSMUSG00000003411	326	348	375	539	361	791
ENSMUSG00000003418	98	89	181	85	107	134
ENSMUSG00000003420	866	807	720	633	804	848
ENSMUSG00000003421	1206	1136	1235	1255	1491	1597
ENSMUSG00000003423	430	540	525	489	575	634
ENSMUSG00000003429	1467	1416	1653	1218	1491	1685
ENSMUSG00000003435	4536	4136	4362	4968	4765	5155
ENSMUSG00000003436	12	15	25	21	16	27
ENSMUSG00000003437	2323	2227	2325	2287	2533	2715
ENSMUSG00000003438	996	976	1156	775	1135	1070
ENSMUSG00000003444	329	311	326	243	286	353
ENSMUSG00000003452	4346	3984	3656	3305	4017	3695
ENSMUSG00000003458	2001	1835	1857	2146	2000	2522
ENSMUSG00000003464	3405	3199	3240	3076	3368	3920
ENSMUSG00000003469	20522	18462	17043	22696	22522	26571
ENSMUSG00000003476	42	28	57	38	51	75
ENSMUSG00000003477	25	29	35	16	26	19
ENSMUSG00000003484	11	6	15	25	5	23
ENSMUSG00000003500	1199	1044	1119	1136	1245	1246
ENSMUSG00000003505	0	0	0	0	0	0
ENSMUSG00000003518	4440	3869	3702	2870	3687	3636
ENSMUSG00000003526	1368	1237	1383	2246	1671	2395
ENSMUSG00000003527	912	812	860	1066	1001	1400
ENSMUSG00000003528	804	784	781	550	765	831
ENSMUSG00000003531	973	993	1013	957	1025	1309
ENSMUSG00000003534	2770	2495	2408	2547	2555	3019
ENSMUSG00000003541	259	295	322	354	306	413
ENSMUSG00000003545	91	106	142	31	33	57
ENSMUSG00000003546	893	836	1111	1008	1035	1165
ENSMUSG00000003549	435	514	548	513	561	590
ENSMUSG00000003555	3	2	3	1	0	2
ENSMUSG00000003559	374	350	427	296	375	366
ENSMUSG00000003573	5771	6021	5232	6122	6243	6868
ENSMUSG00000003575	5658	5250	4618	6631	6072	7235
ENSMUSG00000003581	824	752	903	839	823	979
ENSMUSG00000003585	721	610	739	837	769	1023
ENSMUSG00000003604	297	279	337	312	331	364
ENSMUSG00000003617	1385	1231	1446	1839	1527	2219
ENSMUSG00000003623	1675	1603	1710	1368	1504	1613
ENSMUSG00000003644	3209	3125	3042	3629	3790	3930
ENSMUSG00000003657	13851	12325	11293	9476	13109	14342
ENSMUSG00000003660	5628	4851	5213	5519	5534	6337
ENSMUSG00000003662	931	863	1040	738	872	845
ENSMUSG00000003665	42	37	44	87	40	81
ENSMUSG00000003680	179	195	173	165	195	180
ENSMUSG00000003721	2304	2213	2444	2176	2377	2741
ENSMUSG00000003731	4568	4140	4096	4079	4390	4717
ENSMUSG00000003746	1002	901	889	858	966	1053
ENSMUSG00000003752	148	112	133	119	118	130
ENSMUSG00000003762	391	373	379	364	439	447
ENSMUSG00000003778	3786	3617	3861	4093	4009	4594
ENSMUSG00000003779	16	10	8	1	15	6
ENSMUSG00000003808	1391	1422	1476	1396	1415	1618
ENSMUSG00000003809	1116	1147	1204	1051	1252	1216
ENSMUSG00000003810	3191	2925	3285	3264	3455	3806
ENSMUSG00000003812	351	336	247	364	407	435
ENSMUSG00000003813	1405	1282	1412	1344	1499	1603
ENSMUSG00000003814	12050	10785	10886	6794	13343	8306
ENSMUSG00000003824	61	57	59	61	47	55
ENSMUSG00000003847	6840	5992	5097	7107	6264	6691
ENSMUSG00000003848	849	866	835	914	923	1087
ENSMUSG00000003849	370	308	400	478	445	634
ENSMUSG00000003863	2976	2950	2972	3020	3131	3512
ENSMUSG00000003865	823	760	833	721	836	956
ENSMUSG00000003868	834	793	864	774	859	902
ENSMUSG00000003872	184	182	243	136	180	202
ENSMUSG00000003873	636	655	666	555	664	651
ENSMUSG00000003882	13	13	7	12	6	10
ENSMUSG00000003923	1684	1364	1652	1573	1780	1797
ENSMUSG00000003929	1628	1519	1395	1401	1617	1541
ENSMUSG00000003934	2260	2073	2112	2054	2152	2529
ENSMUSG00000003948	1309	1241	1273	1098	1375	1525
ENSMUSG00000003949	6599	5808	5353	6618	6032	7025
ENSMUSG00000003955	1007	1019	1113	905	1047	1248
ENSMUSG00000003970	6446	6156	7910	6345	7087	9400
ENSMUSG00000003974	1077	965	910	691	843	745
ENSMUSG00000003992	2071	2009	2347	1939	2172	2338
ENSMUSG00000004018	55	68	56	52	45	68
ENSMUSG00000004031	1147	1084	1139	1085	989	1214
ENSMUSG00000004032	1676	1661	2126	1729	1824	2433
ENSMUSG00000004035	537	529	582	511	556	544
ENSMUSG00000004038	1	0	0	3	1	6
ENSMUSG00000004040	1904	1734	1977	1901	1954	2253
ENSMUSG00000004043	125	118	99	146	134	170
ENSMUSG00000004044	907	826	831	1032	978	1353
ENSMUSG00000004054	694	597	719	609	672	815
ENSMUSG00000004056	3451	3386	3385	2824	3461	3307
ENSMUSG00000004069	2442	2298	2496	2185	2496	2720
ENSMUSG00000004070	65	58	51	57	50	48
ENSMUSG00000004071	1053	1017	854	1107	1134	1225
ENSMUSG00000004085	479	383	409	381	440	467
ENSMUSG00000004096	2862	2626	2793	2492	2823	3337
ENSMUSG00000004098	246	270	278	552	300	505
ENSMUSG00000004099	3136	2820	2889	2905	3208	3374
ENSMUSG00000004100	471	510	568	513	515	582
ENSMUSG00000004105	290	255	232	232	272	278
ENSMUSG00000004110	11829	11174	9101	5405	8243	5908
ENSMUSG00000004113	2418	2101	1895	2639	2302	2598
ENSMUSG00000004127	367	336	346	322	353	381
ENSMUSG00000004151	23173	19726	15552	20340	22506	22818
ENSMUSG00000004187	4304	4606	5075	5302	4589	6105
ENSMUSG00000004207	50940	47065	53750	53067	54770	67738
ENSMUSG00000004221	1750	1624	1839	2043	1880	2408
ENSMUSG00000004231	245	288	244	330	373	391
ENSMUSG00000004233	367	319	262	343	386	353
ENSMUSG00000004263	403	423	429	556	504	693
ENSMUSG00000004264	1371	1274	1350	1243	1396	1457
ENSMUSG00000004266	61	52	54	67	76	83
ENSMUSG00000004267	25364	23259	24680	21049	26457	28102
ENSMUSG00000004268	362	308	399	292	345	335
ENSMUSG00000004270	560	602	529	529	550	627
ENSMUSG00000004285	1801	1630	1908	1400	1721	1918
ENSMUSG00000004296	1	0	1	0	0	0
ENSMUSG00000004317	1436	1253	1464	1119	1214	1331
ENSMUSG00000004319	11705	11052	11470	10736	11357	12466
ENSMUSG00000004328	712	751	271	1490	882	1459
ENSMUSG00000004341	6	4	5	4	7	5
ENSMUSG00000004344	0	0	0	0	0	0
ENSMUSG00000004347	4765	4384	4273	3425	5070	3953
ENSMUSG00000004356	1108	983	1096	1049	1067	1059
ENSMUSG00000004359	1	1	1	0	1	0
ENSMUSG00000004360	3133	2984	2817	2767	3685	3030
ENSMUSG00000004364	8507	7406	7478	7976	8445	9451
ENSMUSG00000004366	277	222	456	306	146	546
ENSMUSG00000004371	41	32	39	39	47	47
ENSMUSG00000004383	3571	3244	3497	3427	3601	3736
ENSMUSG00000004393	1375	1194	1305	1334	1348	1623
ENSMUSG00000004394	3086	2975	3462	2916	3237	3692
ENSMUSG00000004415	47	26	59	31	34	43
ENSMUSG00000004446	38	34	42	58	37	65
ENSMUSG00000004451	711	685	708	591	693	718
ENSMUSG00000004455	6699	6424	6309	6388	6615	7197
ENSMUSG00000004460	2439	2324	2151	1604	2609	2075
ENSMUSG00000004462	637	633	638	720	689	785
ENSMUSG00000004473	70	62	67	60	71	99
ENSMUSG00000004500	449	420	361	275	395	383
ENSMUSG00000004508	1105	1169	1025	1301	1149	1443
ENSMUSG00000004530	2902	2482	2592	2828	2801	3450
ENSMUSG00000004535	8012	7346	7978	6835	7639	8257
ENSMUSG00000004540	3	1	1	7	0	4
ENSMUSG00000004542	0	0	0	2	0	1
ENSMUSG00000004552	5	5	3	7	3	7
ENSMUSG00000004558	38268	33182	31757	34334	35649	42780
ENSMUSG00000004561	854	952	861	927	1049	884
ENSMUSG00000004562	1095	978	1090	1101	1011	1188
ENSMUSG00000004565	2009	2060	2309	2150	2239	2330
ENSMUSG00000004567	1916	1999	1960	2671	2063	2690
ENSMUSG00000004568	2265	2192	2310	2090	2392	2392
ENSMUSG00000004591	2838	2506	2787	2293	2709	2533
ENSMUSG00000004609	129	128	161	192	181	178
ENSMUSG00000004610	137	115	154	117	138	198
ENSMUSG00000004612	1	1	1	5	1	3
ENSMUSG00000004626	941	1062	977	1312	1311	1358
ENSMUSG00000004630	6015	6225	5278	5044	5475	5969
ENSMUSG00000004631	1093	978	961	970	1122	1069
ENSMUSG00000004633	26905	24480	23611	27381	26626	30570
ENSMUSG00000004637	1341	1145	1190	1679	1381	1801
ENSMUSG00000004642	993	1001	1168	996	981	1146
ENSMUSG00000004651	1	1	0	0	0	0
ENSMUSG00000004654	0	0	0	0	1	0
ENSMUSG00000004655	210	172	237	220	342	465
ENSMUSG00000004661	296	286	285	200	287	209
ENSMUSG00000004665	393	274	278	280	276	318
ENSMUSG00000004667	822	809	961	823	855	1040
ENSMUSG00000004668	21	17	19	11	26	21
ENSMUSG00000004677	2179	2135	2020	1968	2275	2006
ENSMUSG00000004698	708	635	754	662	694	771
ENSMUSG00000004707	9	11	10	18	17	10
ENSMUSG00000004709	2	4	0	1	0	1
ENSMUSG00000004730	81	84	100	61	95	78
ENSMUSG00000004748	875	814	898	776	915	990
ENSMUSG00000004768	1607	1466	1541	1434	1487	1702
ENSMUSG00000004771	5668	5151	5283	4274	5254	5373
ENSMUSG00000004788	884	798	856	721	882	944
ENSMUSG00000004789	5081	4769	4782	4254	5111	5427
ENSMUSG00000004791	85	67	92	72	103	155
ENSMUSG00000004798	4150	3949	4087	3838	3921	4408
ENSMUSG00000004814	2	7	8	7	6	6
ENSMUSG00000004815	1149	1208	1308	1260	1299	1218
ENSMUSG00000004821	0	0	0	0	0	0
ENSMUSG00000004837	125	109	100	88	121	118
ENSMUSG00000004842	1	0	0	1	2	2
ENSMUSG00000004843	2119	1839	1941	1595	1901	2020
ENSMUSG00000004846	927	964	1030	876	971	1062
ENSMUSG00000004849	1834	1956	2369	1589	1960	2149
ENSMUSG00000004864	62	53	60	103	93	128
ENSMUSG00000004865	1710	1726	1800	1527	1811	1773
ENSMUSG00000004872	321	273	218	284	295	332
ENSMUSG00000004880	951	838	954	1071	966	1128
ENSMUSG00000004885	131	121	140	164	110	223
ENSMUSG00000004891	527	514	568	285	388	360
ENSMUSG00000004892	5001	4987	6001	6490	6261	6898
ENSMUSG00000004894	1681	1627	1825	1883	2031	1644
ENSMUSG00000004895	1662	1411	1430	1393	1484	1608
ENSMUSG00000004896	927	964	939	869	969	897
ENSMUSG00000004897	6395	6060	6323	6172	6751	7541
ENSMUSG00000004902	858	789	1004	919	843	1287
ENSMUSG00000004929	832	888	984	780	930	957
ENSMUSG00000004931	683	774	833	539	689	616
ENSMUSG00000004933	402	420	671	574	474	620
ENSMUSG00000004934	770	714	721	737	766	846
ENSMUSG00000004936	4202	4121	4746	3984	4478	5002
ENSMUSG00000004937	3576	3371	3814	3199	3548	3979
ENSMUSG00000004939	4	8	6	1	7	4
ENSMUSG00000004945	1402	1237	1175	1158	1449	1583
ENSMUSG00000004947	288	281	300	280	302	312
ENSMUSG00000004948	4	1	5	4	10	4
ENSMUSG00000004951	214	142	232	141	190	244
ENSMUSG00000004952	834	787	947	1123	1059	1253
ENSMUSG00000004961	263	242	444	226	194	376
ENSMUSG00000004980	24555	23879	24946	19435	23818	20762
ENSMUSG00000004988	26	27	21	26	21	26
ENSMUSG00000004994	285	289	320	289	369	356
ENSMUSG00000004996	562	567	489	596	558	684
ENSMUSG00000005034	14471	12834	15513	13541	14917	16896
ENSMUSG00000005043	248	231	216	242	221	315
ENSMUSG00000005045	1386	1304	2331	1863	1615	2262
ENSMUSG00000005054	668	669	805	602	727	827
ENSMUSG00000005057	160	152	149	380	150	394
ENSMUSG00000005069	1599	1592	1690	1560	1617	1880
ENSMUSG00000005078	1564	1449	1505	1206	1544	1627
ENSMUSG00000005087	340	262	349	314	385	374
ENSMUSG00000005089	43789	39430	41662	39168	40474	47423
ENSMUSG00000005102	1206	1158	1328	1625	1231	1753
ENSMUSG00000005103	4485	4259	4572	4359	4502	5228
ENSMUSG00000005107	59	52	83	206	90	210
ENSMUSG00000005124	59	65	62	72	70	84
ENSMUSG00000005125	3319	3456	3271	2657	3351	3227
ENSMUSG00000005131	26	18	24	16	17	19
ENSMUSG00000005142	1144	1175	1314	1457	1327	1628
ENSMUSG00000005148	90	80	58	95	76	139
ENSMUSG00000005150	535	546	578	563	594	682
ENSMUSG00000005161	5445	5304	6032	4166	5180	5408
ENSMUSG00000005198	4149	3763	3705	7036	5183	7743
ENSMUSG00000005202	1	0	1	0	0	1
ENSMUSG00000005204	2604	2683	2368	2359	2992	2737
ENSMUSG00000005220	325	334	322	253	369	286
ENSMUSG00000005225	1481	1384	1399	971	1203	1088
ENSMUSG00000005232	0	0	0	0	0	0
ENSMUSG00000005233	8	13	13	14	9	16
ENSMUSG00000005237	92	88	98	93	101	108
ENSMUSG00000005251	24	22	29	31	44	43
ENSMUSG00000005262	2359	2312	2333	2831	2673	3545
ENSMUSG00000005267	911	857	839	905	923	1000
ENSMUSG00000005268	754	518	685	446	976	709
ENSMUSG00000005299	2870	2665	2744	3201	3108	3828
ENSMUSG00000005312	8948	8131	7794	7815	8563	9414
ENSMUSG00000005320	2	2	7	8	2	7
ENSMUSG00000005338	35074	30823	27391	33847	36276	40660
ENSMUSG00000005339	0	0	0	1	0	0
ENSMUSG00000005354	2845	2645	2617	2364	2738	2876
ENSMUSG00000005355	0	0	0	0	0	0
ENSMUSG00000005357	4895	4882	4579	4499	5265	5675
ENSMUSG00000005360	60164	58398	52692	48779	55478	59492
ENSMUSG00000005362	1947	1845	2098	1821	2010	2087
ENSMUSG00000005364	1	2	0	0	1	3
ENSMUSG00000005370	1214	1029	1307	1025	1118	1049
ENSMUSG00000005371	5879	5259	5318	5595	5776	6412
ENSMUSG00000005373	35	46	54	93	60	75
ENSMUSG00000005374	1423	1320	1256	1288	1257	1433
ENSMUSG00000005378	739	709	860	654	740	730
ENSMUSG00000005397	1539	1410	871	550	902	772
ENSMUSG00000005410	289	241	334	372	396	478
ENSMUSG00000005413	137	119	127	125	123	137
ENSMUSG00000005417	16041	15039	13159	13678	14894	14906
ENSMUSG00000005442	6658	6915	6588	7935	7732	9007
ENSMUSG00000005447	283	285	406	307	367	492
ENSMUSG00000005465	6	5	7	5	6	6
ENSMUSG00000005469	5025	4682	5266	4600	5107	6076
ENSMUSG00000005470	43	39	47	45	42	53
ENSMUSG00000005474	0	0	1	0	0	0
ENSMUSG00000005481	142	126	166	152	138	147
ENSMUSG00000005483	1665	1378	1602	1121	1261	1403
ENSMUSG00000005493	9	5	2	7	5	12
ENSMUSG00000005501	1258	1233	1233	1270	1434	1461
ENSMUSG00000005503	6	5	22	7	9	17
ENSMUSG00000005505	557	511	540	452	591	493
ENSMUSG00000005506	11030	10505	9633	11501	11099	11812
ENSMUSG00000005510	3004	2904	2922	2805	3060	3495
ENSMUSG00000005514	1861	1716	1679	1918	1739	2326
ENSMUSG00000005533	3043	2781	2669	3707	3678	3560
ENSMUSG00000005534	3257	2677	2486	3514	3264	3575
ENSMUSG00000005540	56	34	23	72	51	76
ENSMUSG00000005547	15	11	2	2	0	3
ENSMUSG00000005553	6	8	11	11	8	10
ENSMUSG00000005566	681	607	557	682	564	719
ENSMUSG00000005575	2541	2647	2760	2788	2883	3460
ENSMUSG00000005580	1697	1591	1611	2028	1817	2086
ENSMUSG00000005583	1809	1721	1897	1730	1607	1915
ENSMUSG00000005609	2911	2488	2355	2330	2651	2798
ENSMUSG00000005610	32949	29641	28301	26627	30113	30965
ENSMUSG00000005611	105	87	81	84	67	90
ENSMUSG00000005615	2436	2231	2411	1796	2057	2280
ENSMUSG00000005621	2257	2014	2054	2167	2072	2340
ENSMUSG00000005625	1979	1894	2152	1961	2141	2547
ENSMUSG00000005628	31	34	54	33	33	35
ENSMUSG00000005640	56	57	57	78	60	68
ENSMUSG00000005649	4	1	5	0	3	1
ENSMUSG00000005656	2056	1968	1989	1649	2022	2139
ENSMUSG00000005667	506	542	488	397	516	420
ENSMUSG00000005672	8379	7736	6969	8123	7770	9234
ENSMUSG00000005674	240	244	257	143	236	200
ENSMUSG00000005677	3	4	7	0	2	7
ENSMUSG00000005681	19	17	31	29	39	29
ENSMUSG00000005682	2009	2239	2166	2310	2273	2316
ENSMUSG00000005683	9145	8218	8953	8542	9047	10142
ENSMUSG00000005686	852	799	851	867	920	978
ENSMUSG00000005687	2758	2626	2881	2791	3035	3216
ENSMUSG00000005696	14	17	7	6	6	19
ENSMUSG00000005698	4752	4349	4379	4335	4597	5194
ENSMUSG00000005699	1287	1256	1320	1088	1268	1401
ENSMUSG00000005705	12	7	7	7	10	8
ENSMUSG00000005716	17607	17776	18293	16443	18005	21392
ENSMUSG00000005718	227	173	210	393	285	426
ENSMUSG00000005732	767	734	810	689	789	922
ENSMUSG00000005763	10	4	6	10	9	7
ENSMUSG00000005774	806	797	932	899	876	931
ENSMUSG00000005779	2558	2482	2968	2286	2683	3211
ENSMUSG00000005800	11	5	9	12	18	41
ENSMUSG00000005802	3272	3270	3415	3017	3165	3505
ENSMUSG00000005803	210	271	326	277	318	337
ENSMUSG00000005804	642	568	541	688	684	931
ENSMUSG00000005813	1739	1722	1826	1359	1578	1606
ENSMUSG00000005823	804	875	924	894	984	997
ENSMUSG00000005824	3	0	1	1	0	1
ENSMUSG00000005836	17	8	5	10	9	19
ENSMUSG00000005846	2174	2085	2336	2132	2242	2604
ENSMUSG00000005864	16	4	7	18	11	26
ENSMUSG00000005871	10319	9276	8644	8856	8362	9496
ENSMUSG00000005873	10942	10205	10765	8816	11491	11986
ENSMUSG00000005881	2096	1962	2238	1739	2205	2261
ENSMUSG00000005882	2335	2209	2541	2334	2662	2942
ENSMUSG00000005883	15	17	23	31	19	23
ENSMUSG00000005886	5221	4538	4572	5076	4955	5312
ENSMUSG00000005891	0	0	0	0	0	1
ENSMUSG00000005892	1	1	24	10	4	11
ENSMUSG00000005893	1928	1733	1549	1762	1599	1671
ENSMUSG00000005897	1045	993	999	1091	1108	1169
ENSMUSG00000005899	1978	2085	2000	1705	2085	1643
ENSMUSG00000005907	1076	1072	970	975	1022	1030
ENSMUSG00000005917	19	9	8	6	2	16
ENSMUSG00000005936	2992	2766	2566	2106	2603	2703
ENSMUSG00000005947	16	20	19	23	25	22
ENSMUSG00000005949	1357	1294	1328	1075	1355	1271
ENSMUSG00000005950	31	35	59	28	52	34
ENSMUSG00000005951	117	118	139	183	138	197
ENSMUSG00000005952	2	7	3	7	1	4
ENSMUSG00000005958	114	78	108	124	120	152
ENSMUSG00000005968	247	254	288	316	323	371
ENSMUSG00000005973	408	391	420	240	362	361
ENSMUSG00000005980	49	47	54	31	60	36
ENSMUSG00000005981	2771	2625	2957	2237	3031	2809
ENSMUSG00000005982	2772	2712	2835	2593	2990	3003
ENSMUSG00000005983	94	97	80	78	70	76
ENSMUSG00000005986	1109	1223	1259	1388	1237	1439
ENSMUSG00000005994	7	17	15	8	10	10
ENSMUSG00000006005	7218	6048	6477	6668	6441	7404
ENSMUSG00000006007	1	0	0	2	0	0
ENSMUSG00000006010	2878	2638	2831	2307	2844	2930
ENSMUSG00000006014	407	433	333	972	436	1374
ENSMUSG00000006019	363	331	375	420	411	487
ENSMUSG00000006021	548	631	510	526	654	627
ENSMUSG00000006024	6798	6572	6784	6771	7242	8052
ENSMUSG00000006050	820	812	835	770	829	892
ENSMUSG00000006056	0	6	1	2	1	3
ENSMUSG00000006057	3018	2874	2967	2237	2716	3108
ENSMUSG00000006058	871	897	993	843	1007	1098
ENSMUSG00000006095	1262	1171	1348	1133	1390	1497
ENSMUSG00000006127	2104	2004	2131	2596	2462	2837
ENSMUSG00000006134	4208	3777	4287	3616	4024	4350
ENSMUSG00000006143	1	1	0	1	2	0
ENSMUSG00000006154	504	638	688	431	411	453
ENSMUSG00000006169	2102	1989	2194	1995	2327	2518
ENSMUSG00000006179	25	25	23	15	18	31
ENSMUSG00000006191	584	589	630	486	613	672
ENSMUSG00000006200	0	0	0	0	0	0
ENSMUSG00000006204	43	40	32	18	34	19
ENSMUSG00000006205	5254	4819	5672	5647	6328	7146
ENSMUSG00000006215	775	812	851	657	826	828
ENSMUSG00000006216	0	0	0	0	0	1
ENSMUSG00000006218	106	90	121	132	140	164
ENSMUSG00000006219	39	66	32	59	66	53
ENSMUSG00000006221	4	1	1	6	2	7
ENSMUSG00000006235	51	38	46	46	63	71
ENSMUSG00000006241	270	235	268	206	300	186
ENSMUSG00000006262	2641	2295	2081	2486	2473	2733
ENSMUSG00000006269	15	20	12	26	21	38
ENSMUSG00000006270	1	0	1	2	2	2
ENSMUSG00000006273	17696	16745	19240	16861	18136	22158
ENSMUSG00000006276	2526	2346	2400	2624	2792	2922
ENSMUSG00000006281	359	386	414	394	430	373
ENSMUSG00000006288	1621	1519	1582	1648	1653	1884
ENSMUSG00000006289	791	784	831	816	814	916
ENSMUSG00000006299	2279	2123	2406	1998	2334	2642
ENSMUSG00000006301	1553	1357	1480	1550	1606	1843
ENSMUSG00000006304	3913	3654	3727	3375	3962	4546
ENSMUSG00000006307	3035	2900	2755	3909	3185	3802
ENSMUSG00000006310	11	11	11	11	13	15
ENSMUSG00000006311	0	0	0	0	1	0
ENSMUSG00000006313	26	23	25	27	31	28
ENSMUSG00000006315	987	997	1160	811	1045	1195
ENSMUSG00000006333	5889	5546	6352	5091	5898	6834
ENSMUSG00000006335	485	497	530	553	572	616
ENSMUSG00000006342	240	182	343	167	193	242
ENSMUSG00000006344	68	78	81	45	100	67
ENSMUSG00000006345	50	49	54	48	60	54
ENSMUSG00000006356	632	612	735	720	671	924
ENSMUSG00000006360	56	71	86	87	86	107
ENSMUSG00000006362	1486	1452	1503	2024	1816	1987
ENSMUSG00000006369	517	494	422	467	458	537
ENSMUSG00000006373	6601	5907	7341	5953	6409	8460
ENSMUSG00000006378	60	66	56	75	66	76
ENSMUSG00000006386	556	507	633	411	565	531
ENSMUSG00000006389	1	3	1	4	0	1
ENSMUSG00000006390	693	766	645	528	680	636
ENSMUSG00000006392	906	890	928	796	873	957
ENSMUSG00000006395	173	169	222	218	227	285
ENSMUSG00000006398	78	71	74	128	108	157
ENSMUSG00000006403	2381	2133	1492	1849	2132	1992
ENSMUSG00000006411	300	262	310	489	478	558
ENSMUSG00000006412	1036	1034	1095	1108	1262	1391
ENSMUSG00000006418	2331	2382	2664	2264	2484	2747
ENSMUSG00000006423	2831	2351	2059	2096	2679	2355
ENSMUSG00000006435	4483	4433	4421	4814	5460	5221
ENSMUSG00000006442	886	796	722	694	768	864
ENSMUSG00000006445	87	74	91	57	64	90
ENSMUSG00000006456	1118	1032	1115	793	1027	996
ENSMUSG00000006457	17	10	20	27	34	49
ENSMUSG00000006462	9	6	4	9	3	7
ENSMUSG00000006463	830	711	751	794	913	950
ENSMUSG00000006464	1421	1267	1317	1168	1526	1279
